Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Year,Quarter,Month,WeekOfYear,DayOfMonth,IsMonthStart,IsMonthEnd,DaysSinceStart,Weekly_Sales_lag_1,Weekly_Sales_lag_2,Weekly_Sales_lag_4,Holiday_Flag_numeric,Holiday_Flag_lag_1,Weekly_Sales_roll_mean_4,Weekly_Sales_roll_std_4,Weekly_Sales_roll_mean_12,Weekly_Sales_roll_std_12,Store_Weekly_Sales_mean,Store_Weekly_Sales_median,Store_2,Store_3,Store_4,Store_5,Store_6,Store_7,Store_8,Store_9,Store_10,Store_11,Store_12,Store_13,Store_14,Store_15,Store_16,Store_17,Store_18,Store_19,Store_20,Store_21,Store_22,Store_23,Store_24,Store_25,Store_26,Store_27,Store_28,Store_29,Store_30,Store_31,Store_32,Store_33,Store_34,Store_35,Store_36,Store_37,Store_38,Store_39,Store_40,Store_41,Store_42,Store_43,Store_44,Store_45,Holiday_Flag_1
2010-04-16,0.7731662272368827,0.3201592086670861,-1.1622505636693075,0.9088339022516423,0.06892348711604823,-1.206248070989882,2,4,-0.7689977410078451,16,0,0,-1.4672352394027872,0.9161072019967177,1.006165843819431,0.7849881357924543,0,-0.2728758730411983,0.8563961808892251,0.07897651009846444,0.9239723948995573,-0.12289889951147008,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-04-23,0.6376415681814963,0.2396651708676495,-1.1906224731523525,0.907563445774311,0.06892348711604823,-1.206248070989882,2,4,-0.6978002628194301,23,0,0,-1.443053029732427,0.7723889832679001,0.9164138853909084,0.6616476658112876,0,-0.2728758730411983,0.853418889347796,0.08797548221579317,0.9127211195715289,-0.146189186189773,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-04-30,0.6989603391985274,0.37944197974910415,-1.2233592917866358,0.9062929892969791,0.06892348711604823,-1.206248070989882,2,4,-0.626602784631015,30,0,1,-1.418870820062067,0.6369252820791058,0.7726646664972276,1.0068160667121016,0,-0.2728758730411983,0.8473449934794999,0.1413866379303177,0.8916282371380397,-0.10993539486560244,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-05-07,1.0230042295862156,0.6589955975120142,-1.1033242901275977,0.905022532819648,0.06892348711604823,-1.206248070989882,2,5,-0.5554053064425999,7,0,0,-1.3946886103917069,0.698216472421968,0.6371717456513367,0.9170545721105152,0,-0.2728758730411983,0.7690260626030251,-0.09543939953655282,0.8573888269966244,-0.1653610905544769,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-05-14,0.82424598921399,0.7802805328449501,-1.0618576531908388,0.9049573842936653,0.06892348711604823,-1.206248070989882,2,5,-0.48420782825418485,14,0,0,-1.370506400721347,1.0221146105577936,0.6984761565658292,0.7732900798183133,0,-0.2728758730411983,0.7960148700955594,0.18073648048557053,0.8514362404656124,-0.2110098135497285,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-05-21,0.6528712555031809,0.8705643860524267,-1.1229663813081672,0.9121240886009442,0.06892348711604823,-1.206248070989882,2,5,-0.41301035006576975,21,0,0,-1.3463241910509869,0.8234457699921061,1.0224441598570253,0.6377827628080966,0,-0.2728758730411983,0.8090136010973935,0.18591603949690286,0.8329974013548007,-0.2886823417630619,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-05-28,0.7115870317281972,1.088115839564419,-1.2691908378746317,0.9192907903456409,0.06892348711604823,-1.206248070989882,2,5,-0.34181287187735465,28,0,0,-1.3221419813806268,0.6521481192138616,0.8237324662218719,0.6990936873350193,0,-0.2728758730411983,0.8128892379655792,0.15981226200844423,0.8314207639605673,-0.2802220453426664,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-06-04,1.043965719737845,1.1017128054089185,-1.3870433849580504,0.9264574920903377,0.06892348711604823,-1.206248070989882,2,6,-0.27061539368893955,4,0,0,-1.2979597717102667,0.7108374855701578,0.6523978663674298,1.023096112325759,0,-0.2728758730411983,0.8161024671053236,0.14589396560615175,0.8121955954482649,-0.3013307760410138,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-06-11,0.911772080891764,1.0875719609306396,-1.4677942042559484,0.9336241963976164,0.06892348711604823,-1.206248070989882,2,6,-0.19941791550052448,11,0,0,-1.2737775620399068,1.0430666724051634,0.7110998920792959,0.8243633055123144,0,-0.2728758730411983,0.821436727903186,0.19956360092290168,0.8397611427568884,-0.21461316524263327,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-06-18,0.8406109526642076,1.287719298161672,-1.5354502961001335,0.9335646624891233,0.06892348711604823,-1.206248070989882,2,6,-0.1282204373121094,18,0,0,-1.2495953523695467,0.9109324931604367,1.0434007410852866,0.6530105013041779,0,-0.2728758730411983,0.8437102874759804,0.24524906317175743,0.8507328599925912,-0.20278721972852384,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-06-25,0.6946318102069075,1.3002285067386117,-1.5005310228902315,0.9306146358569037,0.06892348711604823,-1.206248070989882,2,6,-0.0570229591236943,25,0,0,-1.2254131426991866,0.8398033726176166,0.9112380603647077,0.7117187641242495,0,-0.2728758730411983,0.8914861135038249,0.008660262640946546,0.8662171204877073,-0.24478944014393875,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-07-02,0.8209243539974962,1.113678135352078,-1.4656117496803296,0.9276646092246849,0.05203345532761626,-1.206248070989882,3,7,0.014174519064720783,2,0,0,-1.2012309330288264,0.6938898903667555,0.8400935971987817,1.0440549201971923,0,-0.2728758730411983,0.8871713642743644,0.047262451225552976,0.8392352732414126,-0.27116383809047645,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-07-09,0.91813700838157,1.0902913540995394,-1.5245380232220394,0.9247145825924653,0.05203345532761626,-1.206248070989882,3,7,0.08537199725313586,9,0,0,-1.1770487233584666,0.8201256288195583,0.6941486412624996,0.9118781971513207,0,-0.2728758730411983,0.8304120019883794,-0.2647143894944816,0.8309334272579995,-0.29055608691224194,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-07-16,0.7421498043522168,1.2355069493187942,-1.5660046601587974,0.9245088431220247,0.05203345532761626,-1.206248070989882,3,7,0.15656947544155095,16,0,0,-1.1528665136881064,0.917294557758696,0.8204116088915215,0.8407261748644,0,-0.2728758730411983,0.8320317429010965,-0.2519809664255072,0.8434669138611011,-0.27318208359001284,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-07-23,0.6264250161161656,1.2469284006281733,-1.5987414787930805,0.9279621506380419,0.05203345532761626,-1.206248070989882,3,7,0.22776695362996605,23,0,0,-1.1286843040177463,0.7413865113127664,0.9176014972667232,0.6947657122318638,0,-0.2728758730411983,0.8069754401404676,-0.22297178922807695,0.8525022006107275,-0.3180761370373278,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-07-30,0.6027295398635848,1.1642588482936167,-1.5289029323732768,0.931415458154059,0.05203345532761626,-1.206248070989882,3,7,0.2989644318183811,30,0,0,-1.1045020943473864,0.6257137751257805,0.7416555072775964,0.821042095339856,0,-0.2728758730411983,0.7896182377071359,-0.07784177459062235,0.8462311403810308,-0.27984876589771446,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-08-06,1.025788311256906,1.453602281464566,-1.5572748418563227,0.9348687656700754,0.05203345532761626,-1.206248070989882,3,8,0.3701619100067962,6,0,0,-1.0803198846770263,0.6020289569017113,0.6259578203646435,0.9182423101704554,0,-0.2728758730411983,0.734092221431002,0.03840383349137328,0.8098961827318463,-0.2976044108469088,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-08-13,0.8495859408672576,1.4449002233240864,-1.4154152944410954,0.9383220757486744,0.05203345532761626,-1.206248070989882,3,8,0.4413593881952113,13,0,0,-1.0561376750066662,1.0248974399716604,0.6022678933013735,0.7422776258660205,0,-0.2728758730411983,0.7614872263000655,0.3217624734060236,0.827320576622377,-0.21297874969757669,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-08-20,0.8583598764347237,1.4258644711417874,-1.4765240225584237,0.9373980650024383,0.05203345532761626,-1.206248070989882,3,8,0.5125568663836264,20,0,0,-1.031955465336306,0.8487743239454784,1.0252275895300058,0.6265676460384083,0,-0.2728758730411983,0.7888274758310097,0.3558244388240359,0.8443275959277599,-0.24641298116431365,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-08-27,0.7425194063857316,1.3480898265112498,-1.5747344784612727,0.9364740568187834,0.05203345532761626,-1.206248070989882,3,8,0.5837543445720415,27,0,0,-1.0077732556659462,0.8575443130695626,0.849066483569901,0.6028752019131344,0,-0.2728758730411983,0.8478500464643675,0.20935158153294,0.8570168804049704,-0.2633289229923198,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-09-03,0.9074282424041475,1.1299944943654774,-1.6663975706372658,0.9355500486351291,0.05203345532761626,-1.206248070989882,3,9,0.6549518227604566,3,0,0,-0.9835910459955861,0.7417559471023548,0.8578383643894926,1.0258798377389944,0,-0.2728758730411983,0.8834236435480434,-0.11441410390961633,0.8309552609522726,-0.3421600645212287,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-09-10,0.8481780651212607,0.9929370786529224,-1.6925870255446922,0.9346260404514742,0.05203345532761626,-1.206248070989882,3,9,0.7261493009488716,10,0,0,-0.959408836325226,0.9065906084953119,0.7420250227548576,0.8497000146074437,1,-0.2728758730411983,0.8533034817300402,-0.3832017681292833,0.8305797132656233,-0.3438227326428138,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010-09-17,0.7085228134573985,1.178943571405676,-1.6554852977591716,0.9353248412281001,0.05203345532761626,-1.206248070989882,3,9,0.7973467791372867,17,0,0,-0.935226626654866,0.8473670814503046,0.9068952391506774,0.8584728274420581,0,3.6640458136858687,0.8529452068008334,-0.38356805067244054,0.8312339299419478,-0.3426948884603919,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-09-24,0.56613971760873,1.1153097712534181,-1.5638222055831785,0.9372407557720379,0.05203345532761626,-1.206248070989882,3,9,0.8685442573257018,24,0,0,-0.9110444169845059,0.7077746455593,0.8476589375311004,0.7426471806044143,0,-0.2728758730411983,0.8148148083737615,-0.25445384759774514,0.8324348802422014,-0.3477867219057132,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-01,0.7501045460007923,0.6230996076825357,-1.6096537516711746,0.9391566677533929,0.09305210395666563,-1.206248070989882,4,10,0.9397417355141169,1,1,0,-0.8868622073141459,0.5654555924451583,0.7080363914107558,0.9075349145112067,0,-0.2728758730411983,0.7699298668654783,0.08597584815717627,0.810407408212043,-0.2618890499317299,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-08,0.8495898724183002,0.19017221519367106,-1.544180114402609,0.9410725797347479,0.09305210395666563,-1.206248070989882,4,10,1.010939213702532,8,0,0,-0.8626799976437858,0.7493376749845844,0.5656866399331866,0.8482923190164455,0,-0.2728758730411983,0.7298942768273341,-0.11394589927444447,0.7958801179573689,-0.2934752600950131,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-15,0.761119411309403,0.36693277117216516,-1.354306566323767,0.9427892330159192,0.09305210395666563,-1.206248070989882,4,10,1.0821366918909472,15,0,0,-0.8384977879734258,0.848778253728142,0.749608386023445,0.7086549379578254,0,-0.2728758730411983,0.7302535522540452,-0.11098745548642648,0.8051688769963279,-0.28555454991934365,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-22,0.5546584471457681,0.5126922450251996,-1.3433942934456728,0.9440077433905018,0.09305210395666563,-1.206248070989882,4,10,1.1533341700793622,22,0,0,-0.8143155783030657,0.7603475858982185,0.8490704142002228,0.5662900617755764,0,-0.2728758730411983,0.7436382862588019,-0.1028967656321276,0.8168139159782345,-0.32636491960084074,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-10-29,0.6248741732306363,0.50072691508204,-1.3630363846262425,0.9452262537650844,0.09305210395666563,-1.206248070989882,4,10,1.2245316482677773,29,0,0,-0.7901333686327057,0.5539794861623394,0.7606206717859777,0.7502313496076709,0,-0.2728758730411983,0.7407165430765564,-0.07268956475013988,0.8126579171499329,-0.2923694103242584,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-05,0.928255951113842,-0.09210079573813877,-1.4219626581679523,0.9464447641396669,0.09305210395666563,-1.206248070989882,4,11,1.2957291264561923,5,0,0,-0.7659511589623457,0.6241636297965069,0.5542080582426573,0.8497039456553961,0,-0.2728758730411983,0.7088480326158335,-0.025460541677251786,0.7779967810349847,-0.37257254584847393,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-12,0.8246590557219362,-0.044783354599280595,-1.3368469297188161,0.9476632745142496,0.09305210395666563,-1.206248070989882,4,11,1.3669266046446074,12,0,0,-0.7417689492919856,0.9274089490745289,0.6244073406674575,0.7612448054289376,0,-0.2728758730411983,0.7288669042071056,0.1554914911138714,0.784798217239618,-0.3342363072174422,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-19,0.8052815639323719,-0.4907638342988649,-1.2430013829672053,0.9447350042044781,0.09305210395666563,-1.206248070989882,4,11,1.4381240828330226,19,0,0,-0.7175867396216256,0.823858650706166,0.9277180702669734,0.5548102604822279,0,-0.2728758730411983,0.7450364146688203,0.20348337250190748,0.7818846040164426,-0.34437669001487564,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-11-26,1.6601491993317699,0.2222610545866897,-1.3215697476894848,0.9411156029264528,0.09305210395666563,-1.206248070989882,4,11,1.5093215610214377,26,0,0,-0.6934045299512654,0.8044898747515475,0.8241454359947187,0.6250170016022797,1,-0.2728758730411983,0.8088147556761726,-0.06313948844313577,0.787310722676916,-0.340835062088081,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010-12-03,0.921687362032921,-0.6071538619277804,-1.3804960212311934,0.9374962042110102,0.09305210395666563,-1.206248070989882,4,12,1.5805190392098527,3,0,0,-0.6692223202809054,1.6589729977851824,0.804772482175574,0.9283599580596845,0,3.6640458136858687,1.0722705952557838,1.526994375213016,0.852387408854875,0.45928866149534,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-10,1.1655168673240817,-0.767054180259095,-1.0858646535226466,0.9338768029329857,0.09305210395666563,-1.206248070989882,4,12,1.6517165173982677,10,0,0,-0.6450401106105453,0.9208433144904477,1.6594399180814468,0.824776319163326,0,-0.2728758730411983,1.0705990267280614,1.5309057816768656,0.8587426742453967,0.4659333879085441,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-17,1.5431281587873924,-0.5761527798023215,-1.0291208345565555,0.9323228479924752,0.09305210395666563,-1.206248070989882,4,12,1.7229139955866828,17,0,0,-0.6208579009401853,1.1645631472942666,0.9211510194688844,0.8054013069619064,0,-0.2728758730411983,1.1573402101516632,1.366884537508898,0.898252214075487,0.5269916041967017,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-24,2.4434266601430394,-0.4407269999911066,-0.9920191067710349,0.9323179739612267,0.09305210395666563,-1.206248070989882,4,12,1.794111473775098,24,0,0,-0.5966756912698252,1.5420045923333978,1.1649234228866738,1.6601595515445295,0,-0.2728758730411983,1.345106735207873,1.149715774317195,0.9827180039554286,0.7252870071474763,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010-12-31,0.5942747302872131,-0.652839667165299,-0.8676191959607595,0.9323131024925609,0.09305210395666563,-1.206248070989882,4,12,1.865308951963513,31,0,1,-0.5724934815994652,2.441898146896917,1.5424462824265266,0.9217922095104375,1,-0.2728758730411983,1.5444344653850137,2.9985063488309716,1.1291146079107897,1.7121136214573176,0.9653460253497469,0.96735487825462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
